Link;x;y;00:00:00;01:00:00;02:00:00;03:00:00;04:00:00;05:00:00;06:00:00;07:00:00;08:00:00;09:00:00;10:00:00;11:00:00;12:00:00;13:00:00;14:00:00;15:00:00;16:00:00;17:00:00;18:00:00;19:00:00;20:00:00;21:00:00;22:00:00;23:00:00
2876;456018.55136005837;5730799.161942558;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;2;3;1;0;0;0;0;0;0
1665;457294.2219388712;5738736.451371255;0;0;0;0;0;0;2;6;3;0;0;0;0;0;1;6;3;0;0;0;0;0;0;0
2995;454272.64598650596;5736951.326674046;0;0;0;0;0;0;0;5;3;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0
2874;456073.1246025249;5730646.864628976;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
1422;459629.6061175201;5732750.373501806;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1663;457258.32548922254;5739209.209217411;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0
1661;457250.116596257;5739328.045730602;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2637;452670.41203566926;5739260.033479245;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
9162;452676.16749476583;5737226.784987355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0
3731;453980.707649843;5733795.08243956;0;0;0;0;0;0;5;5;2;0;0;0;0;0;1;4;6;3;0;0;0;0;0;0
3852;450983.55913628975;5729297.810462334;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3854;453691.28245187015;5733213.144368885;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
3991;456061.6831350768;5731692.308475603;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
8080;452541.33949640783;5739572.1525252815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1690;453639.276499345;5734952.705735221;0;0;0;0;0;0;2;6;4;0;0;0;0;0;2;3;4;0;1;0;0;0;0;0
9052;453244.7857950269;5729760.724733957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;5;1;0;0;0
1565;457684.65600970003;5740859.727473429;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
5920;448345.91679265624;5733249.545533564;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
4710;449997.068670728;5733242.047514185;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
3985;455893.28815186635;5731412.392264015;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0
4712;455429.788853209;5735820.020228424;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
3989;455924.9679456432;5731516.632915876;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
